,Description of Filing (Date Filed),,Filer,
3622,Interconnection Agreement entered w/ North Atlantic Networks LLC,,Verizon Rhode Island,
3621,"Interconnection Agreement entered w/ ACN Communications Services, Inc",,Verizon Rhode Island,
3620,"Interconnection Agreement entered w/ Comtech21, LLC",,Verizon Rhode Island,
3619,"Interconnection Agreement entered w/ Lightyear Network Solutions, LLC",,Verizon Rhode Island,
3618,"Interconnection Agreement entered w/ Spectrotel, Inc.",,Verizon Rhode Island,
3617,Comprehensive Distribution Rate Settlement,,Narragansett Electric Co.,http://www.ripuc.ri.gov/eventsactions/docket/3617page.html
3616,Request for the Recovery of Deferred Expenses,,Narragansett Electric Co.,http://www.ripuc.ri.gov/eventsactions/docket/3616page.html
3615,Application for authority to operate as Competitive Local Exchange,,"BCN Telecom, Inc",
3614,Tariff filing to withdraw applicable tariff provision pertaining to the availability of unbundled network elements in accordance with FCC mandate Triennial,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3614-VRI(6.23.04).pdf
3613,Tariff filing to introduce new service package: Verizon Regional Package,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3613-VRI(6.16.04).pdf
3612,Tariff advice to change the frequency of billing Treatment Fees from annual to quarterly,,Narragansett Bay Commission,
3611,Application for authority to operate as Competitive Local Exchange,,"Trans National Communications International, Inc.",
3610,Revenue Neutral Allocated Cost of Service Filing,,Narragansett Electric Co.,http://www.ripuc.ri.gov/eventsactions/docket/3610page.html
3609,Application for authority to operate as Competitive Local Exchange,,"Internet and Telephone, LLC",http://www.ripuc.ri.gov/eventsactions/docket/3609-Internet&Telephone-Application_5-28-04.pdf
3608,Implementation of the ISO-New England 2004 Load Response Program and Narragansett's Proposed 2004 Summer Load Relief Program,,Narragansett Electric Co.,http://www.ripuc.ri.gov/eventsactions/docket/3608-NECfiling(5.27.04).pdf
3607,"Appeal to PUC seeking waiver of a denial by the Number Pooling Administrator to release certain blocks of number for Cox commercial customer Carey, Richmond &amp; Viking America",,Cox Rhode Island Telcom,
3606,Tariff filing to offer an additional service option for Frame Relay Service,,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3606-VRI(5.20.04).pdf
3605,"Procurement of Last Resort Service (LRS) Supply under the approved LRS Acquisition Plan (for period starting September 1, 2004 to the present)",,Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/3605page.html
3604,Application for authority to operate as a CLEC,,"KMC Telecom V, Inc.",
3603,Application for authority to operate as a CLEC,,North Atlantic Networks LLC,
3602,"Tariff filing proposal to offer additional service options for 
 Flexpath service.",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3602-VRI(4.6.04).pdf
3601,"Tariff filing proposal to enhance the existing ISDN Primary Service 
 offering by introducing multi-year term rates for selected Variable 
 Term Pricing Plan volume packages",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3601-VRI(4.6.04).pdf
3600,"Tariff filing proposing an increase of $1.00 to residence basic 
 exchange rates for all rate groups",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3600-VRI(4.1.04).pdf
3599,"Filing to Amend Rates, Terms and Conditions",,Island Hi-Speed Ferry Service LLC,http://www.ripuc.ri.gov/eventsactions/docket/3599page.html
3598,Application for authority to operate as a CLEC,,"Spectrotel, Inc",
3597,Application for authority to operate as a CLEC,,ACN Communications Services Inc,
3596,Application for authority to operate as a CLEC,,Southwestern Bell Communications Services Inc.,
3595,Application for authority to operate as a CLEC,,"Broadband Communities of Rhode Island, Inc.",
3594,Application for authority to operate as a CLEC,,"Optimum Global Communications, Ins",
3593,"Application to change rates to generate additional revenues in 
 the amount of $3,414,969 or",,Pawtucket Water Supply Board,
3592,"Application to change rates to generate additional revenues in 
 the amount of $4,967,683 or 9.65%.",,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/3592page.html
3591,"Tariff filing to introduce Asynchronous Transfer Mode (ATM) Cell 
 Relay Service",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3591-VRI(3.2.04).pdf
3590,Application for authority to operate as a CLEC,,WorldxChange Corp.,
3589,"Tariff filing to add an optional Transparent LAN Service called 
 Customer Service Management",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3589-VRI(2.25.04).pdf
3588,"Petition for Arbitration to Amend Interconnection Agreement between 
 Verizon and each of the CLECs and commercial mobile service providers",,Verizon Rhode Island,
3587,"Interconnection Agreement entered between Verizon New England and 
 Sprint Communications Co. L.P.",,Verizon Rhode Island,
3586,"Tariff filing to amend rates for ferry transportation between Providence 
 &amp; Newport",,New England Fast Ferry,
3585,"Amendment No. 2 to Interconnection Agreement entered between Verizon 
 New England and MCImetro Access Transmission Services and Brooks Fiber 
 Communications RI, Inc.",,Verizon Rhode Island,
3584,"Tariff filing to introduce two new feature packages for business 
 customers who purchase the Unlimited Local and Toll Usage for Business 
 Plan",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3584-VRI(2.9.04).pdf
3583,"Tariff filing to change the names of its Local Package products 
 to enhance brand identity and standardize the packages across the 
 Verizon footprint",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3583-VRI(1.22.04).pdf
3582,Application for authority to operate as a CLEC,,Lightyear Network Solutions,
3581,Interconnection Agreement entered w/ Essex Acquisition Corp.,,Verizon Rhode Island,
3580,"Tariff filing to implement revised Standard Offer Adjustment, Transmission 
 Adjustment Charge and Transition Adjustment Charge Provisions",,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/3580page.html
3579,Application for authority to operate as a CLEC,,"ComTech21, LLC",
3578,"Application to increase rates designed to collect additional revenues 
 in the amount of $606,662",,City of Newport Water Division,http://www.ripuc.ri.gov/eventsactions/docket/3578page.html
3577,Application for authority to operate as a CLEC,,"CAT Communications International, Inc.",
3576,"Tariff filing to introduce enhancements to ISDN Primary Service 
 and Enhanced ISDN PRI Hub Service",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3576_VRI(12.15.03).pdf
3575,"Tariff filing to modify Customer Specific Pricing Contract to reflect 
 pricing flexibility",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3575_VRI(12.12.03).pdf
3574,"Petition for review pursuant to RIGL 39-1-30  seeking that 
 the Commission nullify the City of  East Providence's Waterfront 
 Special Development District Plan noting its intention to to regulate 
 and restrict electrical distribution and high voltage transmission 
 lines adopted by the City of East Providence",,Narragansett Electric Co.,
3573,"Application to increase rates designed to collect additional revenues 
 in the amount of $2,750,712",,Interstate Navigation Co.,http://www.ripuc.ri.gov/eventsactions/docket/3573page.html
3572,Application for authority to operate as a CLEC,,"EZ Talk Communications, Inc.",
3571,"Tariff filing to implement revised Standard Offer Adjustment, Transmission 
 Service Cost Adjustment and Non-bypassable Transition Adjustment Charge 
 Provisions",,Narragansett Electric Co.,http://www.ripuc.ri.gov/eventsactions/docket/3571page.html
3570,"Tariff filing to modify Centrex Plus tariff to introduce increased 
 customer flexibility and broaden the market for Centrex Plus",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3570_VRI(11.14.03).pdf
3569,"Rulemaking to Repeial Rules Governing the Acceptance of Credit Card Payments 
 by Utilities",,Commission Initiated,http://www.ripuc.ri.gov/eventsactions/docket/3569page.html
3568,"Request for approval of interconnection agreement entered w/ Volo 
 Communications of RI (adoption by Volo of agreement entered between 
 Verizon New York and MCImetro Access Transmission Services LLC)",,Verizon Rhode Island,
3567,"Request for Waiver of a denial by the Number Pooling Administrator 
 to release certain blocks of number for a commercial customer",,Cox RI Telcom LLC,
3566,"Tariff revision to PUC RI No.18 to comply with terms of Agreement 
 entered w/ AT&amp;T, Sprint, and Covad to modify collocation provisioning 
 intervals",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3566_VRI(10.24.03).pdf
3565,"Petition for Declaratory Ruling seeking exemption that its project 
 of a 500 MW, combined-cycle, gas-fired power plant is exempted from 
 the definition of ""Public Utility"", ""Electric Distribution Company"", 
 ""Distribution Facility"" and/or ""Non-Regulated Power Producer"" as defined 
 in R.I.G.L 39-1-2 and 39-1-2(20)(ii)",,RI Resource Recovery Corp.,http://www.ripuc.ri.gov/eventsactions/docket/3565page.html
3564,"Notice of Designation to PUC for an Advisory Opinion Regarding 
 the Narragansett Electric Co. application to relocate transmission 
 lines between the Cities of Providence and East Providence",,Energy Facility Siting Board,
3563,"Petition pursuant to RIGL 39-2-15.1 to temporarily remove lines, 
 conduits, etc to relocate a dwelling to be used as affordable housing",,Elmwood Foundation,
3562,Tariff filing to revised Terms &amp; Conditions Service Fee Schedule,,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/3562_NBC(10.22.03).pdf
3561,Application for authority to operate as a CLEC,,Computer Network Technology Corporation,
3560,"Tariff filing to introduce Local Package Plus and Local Package 
 Basic services",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3560_Verizon(10.17.03).pdf
3559,Application for authority to operate as a CLEC,,Volo Communications of RI,
3558,"Petition for Review Pursuant to R.I.G.L. 39-1-30 seeking that the 
 Commission revoke seeking that the Commission nullify action by the 
 Town of East Greenwich to approve the Codification of the 1993 Amendments 
 to ��2.3.2, 2.3.4, 4.1.11, 6.1.1 and 7.10 of the East Greenwich Comprehensive 
 Plan",,Narragansett Electric Co.,
3557,"Tariff filing to introduce two new business service offerings:  
 Unlimited Local Usage for Business and Unlimited Local and Tool Usage 
 for Business",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3557_VRI(10.8.03).pdf
3556,"Tariff filing in compliance w/ FCC mandate � Remove Dark Fiber 
 IOF Channel Termination and OCn and STS-1 transport as UNE elements; 
 grandfather embedded base for Line Sharing",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3556page.html
3555,"Tariff filing to increase rate elements for Pulsenet, Private Line, 
 Superpath, Switchway and Digipath Services",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3555_VRI(10.2.03).pdf
3554,"Tariff filing to increase Verizon Residence Value Added Services 
 and Residence Value Added Packages, per minute rate for Residence 
 Regional Toll Calling and ValuePack Service Package",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3554_VRI(10.2.03).pdf
3553,"Review of Request for Proposals to Provide Internet Access Services 
 For RI School and Libraries",,Commission Initiated,http://www.ripuc.ri.gov/eventsactions/docket/3553page.html
3552,"Interconnection Agreement w/ XO Long Distance Services, Inc.",,Verizon Rhode  Island,
3551,"Request for approval to place Newport Naval Station on Rate G-62 
 effective not later than January 1, 2005",,Narragansett Electric Co.,http://www.ripuc.ri.gov/eventsactions/docket/3551page.html
3551,"Petition for approval to place Newport Naval Station on Narragansett 
 Electric Rate Schedule G-62 effective as soon as possible",,Department of Navy,http://www.ripuc.ri.gov/eventsactions/docket/3551page.html
3550,"Implementation of the Requirements of the Federal Communications 
 Commission's Triennial Review Order",,Commission Initiated,http://www.ripuc.ri.gov/eventsactions/docket/3550page.html
3549,"Tariff filing to delete the restriction on PBX trunk lines to take 
 advantage of the discounted 24-month term commitment for trunk service",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3549_VRI(9.9.03).pdf
3548,"Distribution Adjustment Clause filing for effect November 1, 2004",,New England Gas Co.,http://www.ripuc.ri.gov/eventsactions/docket/3548page.html
3547,"Proposed rate change to Directory Assistance and Busy Line Verification 
 and Interrupt Services",,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/3547_Verizon(8.28.03).pdf
3546,"Proposed new rates to generate additional revenue requirement in 
 the amount of $488,515",,Pascoag Utility District,
